PropertyId,Property_BookingId,BookingCreatedDate,ArrivalDate,DepartureDate,Adults,Children,Infants,Persons,NumNights,Channel,RoomRate,CleaningFee,Revenue,ADR,TouristTax,TotalPaid,RealProperty,Capacity,Square,PropertyType,NumBedrooms,ReadyDate
43330,155143,2024-10-03 10:52:37,2024-10-07 00:00:00,2024-10-09 00:00:00,1,0,0,1,2,Airbnb,349.85,0.0,349.85,174.93,13.75,363.6,Yes,2.0,55.0,Unknown,1.0,2022-07-04 00:00:00
42652,155142,2024-10-03 10:33:23,2024-11-11 00:00:00,2024-11-15 00:00:00,4,2,0,6,4,Booking.com,523.88,107.11,630.99,157.75,110.0,740.99,Yes,6.0,70.0,Apartment,3.0,2017-02-27 00:00:00
43541,155141,2024-10-03 10:24:19,2024-10-30 00:00:00,2024-11-04 00:00:00,2,1,0,3,5,Booking.com,1071.06,75.6,1146.66,229.33,68.75,1215.41,Yes,3.0,70.0,Apartment,1.0,2024-09-07 00:00:00
43527,155140,2024-10-03 10:12:23,2024-10-23 00:00:00,2024-10-24 00:00:00,4,0,0,4,1,Booking.com,335.43,122.45,457.88,457.88,27.5,485.38,Yes,7.0,70.0,Apartment,3.0,2024-03-25 00:00:00
43049,155139,2024-03-10 00:00:00,2024-11-15 00:00:00,2024-11-21 00:00:00,4,0,0,4,6,Booking.com,1104.19,119.31,1223.5,203.92,165.0,1388.5,Yes,8.0,127.0,Apartment,3.0,2019-10-28 00:00:00
43051,155138,2024-03-10 00:00:00,2024-11-15 00:00:00,2024-11-21 00:00:00,1,0,0,1,6,Booking.com,845.6,62.63,908.23,151.37,41.25,949.48,Yes,2.0,65.0,Apartment,1.0,2019-10-31 00:00:00
43053,155137,2024-03-10 00:00:00,2024-11-15 00:00:00,2024-11-21 00:00:00,1,0,0,1,6,Booking.com,854.6,62.63,917.23,152.87,41.25,958.48,Yes,2.0,67.0,Apartment,1.0,2019-10-28 00:00:00
43048,155136,2024-03-10 00:00:00,2024-11-15 00:00:00,2024-11-21 00:00:00,4,0,0,4,6,Booking.com,1173.19,119.31,1292.5,215.42,165.0,1457.5,Yes,8.0,119.0,Apartment,3.0,2019-10-20 00:00:00
43553,155135,2024-10-03 10:06:24,2024-11-29 00:00:00,2024-12-07 00:00:00,2,3,0,5,8,Booking.com,1131.1265205292193,93.36,1210.5028343016158,150.66,96.25,1301.55,Yes,5.0,68.0,Unknown,3.0,2024-08-27 00:00:00
42994,155134,2024-10-03 10:06:17,2024-11-29 00:00:00,2024-12-07 00:00:00,2,3,0,5,8,Booking.com,1033.94,93.36,1127.3,140.91,96.25,1223.55,Yes,5.0,64.0,Apartment,4.0,2018-07-03 00:00:00
43485,155133,2024-10-03 09:45:49,2024-10-31 00:00:00,2024-11-07 00:00:00,3,0,0,3,7,Airbnb,1330.16,0.0,1330.16,190.02,144.38,1474.54,Yes,5.0,64.0,Apartment,4.0,2024-01-24 00:00:00
43301,155132,2024-10-03 09:44:09,2024-11-02 00:00:00,2024-11-08 00:00:00,1,0,0,1,6,Manual,1131.1265205292193,0.0,1210.5028343016158,262.5946157932011,0.0,0.1,Yes,4.0,40.0,Apartment,0.0,2022-05-21 00:00:00
43337,155131,2024-10-03 09:06:01,2025-02-01 00:00:00,2025-02-08 00:00:00,1,0,0,1,7,Airbnb,1201.22,0.0,1201.22,171.6,48.13,1249.35,Yes,2.0,40.0,Unknown,1.0,2022-07-21 00:00:00
43412,155130,2024-03-10 00:00:00,2024-10-17 00:00:00,2024-10-20 00:00:00,7,0,0,7,3,Stay U-nique.com Website,797.13,0.0,797.13,265.71,144.38,941.51,Yes,8.0,80.0,Apartment,3.0,2023-05-28 00:00:00
43134,155129,2024-03-10 00:00:00,2024-10-21 00:00:00,2024-10-26 00:00:00,1,0,0,1,5,Airbnb,680.01,0.0,680.01,136.0,31.25,711.26,Yes,2.0,40.0,Apartment,0.0,2020-10-14 00:00:00
43532,155128,2024-03-10 00:00:00,2024-10-16 00:00:00,2024-10-24 00:00:00,2,0,0,2,8,Airbnb,1800.9,0.0,1800.9,225.11,96.25,1897.15,Yes,2.0,70.0,Apartment,1.0,2024-03-26 00:00:00
43126,155127,2024-03-10 00:00:00,2024-10-15 00:00:00,2024-10-20 00:00:00,3,1,0,4,5,Airbnb,856.4,0.0,856.4,171.28,15.0,871.4,Yes,4.0,58.0,Apartment,2.0,2020-10-18 00:00:00
43053,155126,2024-03-10 00:00:00,2024-12-07 00:00:00,2024-12-12 00:00:00,2,0,0,2,5,Airbnb,471.63,0.0,471.63,94.33,68.75,540.38,Yes,2.0,67.0,Apartment,1.0,2019-10-28 00:00:00
43622,155125,2024-03-10 00:00:00,2024-10-15 00:00:00,2024-11-16 00:00:00,2,0,0,2,32,Airbnb,2166.0,0.0,2166.0,67.69,0.0,2166.0,Yes,4.0,70.0,Apartment,2.0,2024-08-12 00:00:00
43169,155124,2024-03-10 00:00:00,2024-10-07 00:00:00,2024-10-09 00:00:00,3,0,0,3,2,Airbnb,353.46,0.0,353.46,176.73,41.25,394.71,Yes,6.0,92.0,Apartment,3.0,2020-09-19 00:00:00
43485,155122,2024-10-02 23:21:19,2024-10-31 00:00:00,2024-11-03 00:00:00,5,0,0,5,3,Booking.com,724.94,93.36,818.3,272.77,103.13,921.43,Yes,5.0,64.0,Apartment,4.0,2024-01-24 00:00:00
43528,155121,2024-10-02 23:20:17,2024-11-04 00:00:00,2024-11-09 00:00:00,2,0,0,2,5,Booking.com,872.06,75.6,947.66,189.53,68.75,1016.41,Yes,2.0,70.0,Apartment,1.0,2024-03-26 00:00:00
43528,155121,2024-10-02 23:20:17,2024-11-04 00:00:00,2024-11-09 00:00:00,2,0,0,2,5,Booking.com,872.06,75.6,947.66,189.53,68.75,1016.41,Yes,3.0,70.0,Apartment,1.0,2024-03-26 00:00:00
43430,155120,2024-02-10 00:00:00,2024-10-23 00:00:00,2024-10-28 00:00:00,2,0,0,2,5,Booking.com,1073.0,84.74,1157.74,231.55,68.75,1226.49,Yes,3.0,40.0,Apartment,1.0,2023-06-09 00:00:00
43055,155119,2024-10-02 22:58:20,2024-10-31 00:00:00,2024-11-05 00:00:00,2,1,0,3,5,Booking.com,939.6,97.67,1037.27,207.45,68.75,1106.02,Yes,4.0,55.0,Apartment,2.0,2019-11-11 00:00:00
43531,155118,2024-10-02 22:48:16,2024-10-11 00:00:00,2024-10-13 00:00:00,5,0,0,5,2,Airbnb,814.45,0.0,814.45,407.23,68.75,883.2,Yes,7.0,70.0,Apartment,3.0,2024-03-20 00:00:00
43224,155117,2024-02-10 00:00:00,2024-12-08 00:00:00,2024-12-14 00:00:00,2,0,0,2,6,Marriott Homes & Villas,1131.1265205292193,0.0,1210.5028343016158,116.26,82.5,780.06,Yes,5.0,65.0,Apartment,2.0,2021-07-18 00:00:00
43545,155116,2024-10-02 22:38:34,2024-10-30 00:00:00,2024-11-03 00:00:00,3,0,0,3,4,Airbnb,909.0,0.0,909.0,227.25,82.5,991.5,Yes,3.0,70.0,Apartment,1.0,2024-03-25 00:00:00
43024,155115,2024-02-10 00:00:00,2024-12-20 00:00:00,2024-12-26 00:00:00,2,2,0,4,6,Booking.com,935.1,100.36,1035.46,172.58,82.5,1117.96,Yes,4.0,49.0,Apartment,2.0,2019-05-03 00:00:00
5930,155114,2024-10-02 22:25:31,2024-11-01 00:00:00,2024-11-05 00:00:00,4,0,0,4,4,Stay U-nique.com Website,802.56,0.0,802.56,200.64,110.0,912.56,Yes,4.0,40.0,Apartment,1.0,2015-02-27 00:00:00
5931,155113,2024-02-10 00:00:00,2024-10-31 00:00:00,2024-11-03 00:00:00,2,2,0,4,3,Airbnb,718.36,0.0,718.36,239.45,41.25,759.61,Yes,4.0,40.0,Apartment,1.0,2015-02-28 00:00:00
4790,155112,2024-10-02 21:40:27,2024-12-04 00:00:00,2024-12-08 00:00:00,4,0,0,4,4,Booking.com,1131.1265205292193,67.95,1210.5028343016158,142.84,110.0,681.35,Yes,4.0,45.0,Apartment,1.0,2014-05-01 00:00:00
4786,155111,2024-10-02 21:40:21,2024-12-04 00:00:00,2024-12-08 00:00:00,6,0,0,6,4,Booking.com,472.84,98.51,571.35,142.84,165.0,736.35,Yes,6.0,45.0,Apartment,2.0,2014-05-01 00:00:00
43468,155110,2024-02-10 00:00:00,2024-11-30 00:00:00,2024-12-04 00:00:00,6,0,0,6,4,Booking.com,436.73,118.05,554.78,138.7,15.84,570.62,Yes,6.0,84.0,Unknown,2.0,2024-02-23 00:00:00
43404,155109,2024-10-02 21:29:27,2024-12-21 00:00:00,2024-12-25 00:00:00,2,3,0,5,4,Airbnb,750.65,0.0,750.65,187.66,55.0,805.65,Yes,5.0,45.0,Unknown,2.0,2023-03-22 00:00:00
3963,155108,2024-10-02 21:22:28,2024-12-14 00:00:00,2024-12-19 00:00:00,3,0,0,3,5,Airbnb,508.75,0.0,508.75,101.75,103.13,611.88,Yes,4.0,50.0,Apartment,1.0,2013-06-13 00:00:00
43401,155107,2024-10-02 21:16:23,2024-11-15 00:00:00,2024-11-19 00:00:00,4,2,0,6,4,Airbnb,654.55,0.0,654.55,163.64,110.0,764.55,Yes,6.0,100.0,Apartment,3.0,2023-04-17 00:00:00
4869,155106,2024-02-10 00:00:00,2024-10-31 00:00:00,2024-11-03 00:00:00,5,0,0,5,3,Airbnb,837.61,0.0,837.61,279.2,103.13,940.74,Yes,5.0,70.0,Unknown,3.0,2014-05-30 00:00:00
43146,155105,2024-10-02 20:58:47,2024-11-02 00:00:00,2024-11-06 00:00:00,5,0,0,5,4,Airbnb,791.48,0.0,791.48,197.87,125.0,916.48,Yes,6.0,67.0,Apartment,3.0,2020-07-17 00:00:00
43026,155104,2024-10-02 20:57:55,2024-11-18 00:00:00,2024-11-22 00:00:00,5,0,0,5,4,Airbnb,572.81,0.0,572.81,143.2,137.5,710.31,Yes,5.0,110.0,Apartment,4.0,2019-05-27 00:00:00
43026,155104,2024-10-02 20:57:55,2024-11-18 00:00:00,2024-11-22 00:00:00,5,0,0,5,4,Airbnb,572.81,0.0,572.81,143.2,137.5,710.31,Yes,6.0,110.0,Apartment,4.0,2019-05-27 00:00:00
43054,155103,2024-02-10 00:00:00,2024-11-14 00:00:00,2024-11-21 00:00:00,1,0,0,1,7,Vrbo,1131.1265205292193,0.0,1210.5028343016158,175.99,48.13,1280.08,Yes,6.0,116.0,Apartment,2.0,2019-10-30 00:00:00
43281,155102,2024-10-02 20:47:52,2024-12-06 00:00:00,2024-12-10 00:00:00,2,0,0,2,4,Airbnb,463.77,0.0,463.77,115.94,55.0,518.77,Yes,2.0,40.0,Apartment,1.0,2022-03-14 00:00:00
43119,155101,2024-10-02 20:44:20,2024-11-29 00:00:00,2024-12-03 00:00:00,2,0,0,2,4,Booking.com,354.89,83.3,438.19,109.55,8.0,446.19,Yes,4.0,66.0,Apartment,1.0,2020-09-08 00:00:00
43096,155100,2024-10-02 20:27:17,2024-12-12 00:00:00,2024-12-16 00:00:00,5,3,0,8,4,Booking.com,445.0,151.25,596.25,149.06,137.5,733.75,Yes,8.0,140.0,Apartment,4.0,2020-07-10 00:00:00
43076,155099,2024-10-02 20:10:29,2024-12-12 00:00:00,2024-12-19 00:00:00,3,0,0,3,7,Booking.com,628.0,105.55,733.55,104.79,131.25,864.8,Yes,7.0,83.0,Apartment,3.0,2020-04-19 00:00:00
43630,155098,2024-10-02 20:06:48,2024-11-13 00:00:00,2024-11-16 00:00:00,6,0,0,6,3,Airbnb,768.71,0.0,768.71,256.24,123.75,892.46,Yes,7.0,141.0,Apartment,3.0,2024-09-25 00:00:00
43526,155097,2024-10-02 19:52:37,2024-11-19 00:00:00,2024-11-26 00:00:00,4,0,1,5,7,Airbnb,1048.13,0.0,1048.13,149.73,192.5,1240.63,Yes,4.0,70.0,Apartment,2.0,2024-03-25 00:00:00
43533,155096,2024-02-10 00:00:00,2024-10-09 00:00:00,2024-10-11 00:00:00,2,0,0,2,2,Stay U-nique.com Website,387.6,0.0,387.6,193.8,27.5,415.1,Yes,3.0,70.0,Apartment,1.0,2024-05-21 00:00:00
43507,155095,2024-02-10 00:00:00,2024-11-14 00:00:00,2024-11-18 00:00:00,5,0,0,5,4,Booking.com,551.68,120.75,672.43,168.11,125.0,797.43,Yes,6.0,100.0,Apartment,3.0,2024-03-30 00:00:00
43469,155094,2024-10-02 19:48:05,2024-12-16 00:00:00,2024-12-20 00:00:00,2,0,0,2,4,Airbnb,327.93,0.0,327.93,81.98,5.28,333.21,Yes,2.0,31.0,Apartment,0.0,2024-02-23 00:00:00
43076,155093,2024-10-02 19:07:26,2024-11-02 00:00:00,2024-11-08 00:00:00,5,2,0,7,6,Booking.com,965.0,105.55,1070.55,178.43,187.5,1258.05,Yes,7.0,83.0,Apartment,3.0,2020-04-19 00:00:00
43121,155092,2024-10-02 19:05:26,2024-12-13 00:00:00,2024-12-24 00:00:00,3,0,0,3,11,Airbnb,1098.11,0.0,1098.11,99.83,21.0,1119.11,Yes,4.0,58.0,Apartment,2.0,2020-08-29 00:00:00
43230,155091,2024-10-02 18:48:38,2024-10-16 00:00:00,2024-10-17 00:00:00,6,0,0,6,1,Airbnb,342.84,0.0,342.84,342.84,37.5,380.34,Yes,7.0,105.0,Unknown,4.0,2021-07-14 00:00:00
43041,155090,2024-10-02 18:48:26,2024-12-19 00:00:00,2024-12-23 00:00:00,4,0,0,4,4,Airbnb,1131.1265205292193,0.0,1210.5028343016158,141.47,110.0,675.86,Yes,4.0,50.0,Apartment,2.0,2019-08-02 00:00:00
42995,155089,2024-10-02 18:43:08,2024-10-05 00:00:00,2024-10-10 00:00:00,2,1,0,3,5,Booking.com,726.29,98.77,825.06,165.01,68.75,893.81,Yes,4.0,50.0,Unknown,2.0,2018-08-15 00:00:00
43527,155088,2024-02-10 00:00:00,2024-10-15 00:00:00,2024-10-16 00:00:00,6,0,0,6,1,Booking.com,128.43,122.45,250.88,250.88,41.25,292.13,Yes,7.0,70.0,Apartment,3.0,2024-03-25 00:00:00
43308,155087,2024-10-02 18:03:24,2024-12-12 00:00:00,2024-12-16 00:00:00,4,0,0,4,4,Booking.com,448.24,89.1,537.34,134.34,110.0,647.34,Yes,4.0,45.0,Apartment,1.0,2022-06-18 00:00:00
43313,155086,2024-10-02 17:59:49,2024-10-05 00:00:00,2024-10-07 00:00:00,2,0,0,2,2,Airbnb,420.77,0.0,420.77,210.39,27.5,448.27,Yes,2.0,40.0,Apartment,1.0,2022-07-19 00:00:00
43044,155085,2024-10-02 16:50:24,2024-10-29 00:00:00,2024-11-02 00:00:00,4,0,0,4,4,Airbnb,776.96,0.0,776.96,194.24,110.0,886.96,Yes,4.0,50.0,Apartment,2.0,2019-08-02 00:00:00
43468,155084,2024-02-10 00:00:00,2024-11-15 00:00:00,2024-11-19 00:00:00,5,0,0,5,4,Booking.com,564.73,118.05,682.78,170.7,13.2,695.98,Yes,6.0,84.0,Unknown,2.0,2024-02-23 00:00:00
43552,155083,2024-02-10 00:00:00,2024-12-16 00:00:00,2024-12-20 00:00:00,2,0,0,2,4,Booking.com,395.72,65.85,461.57,115.39,55.0,516.57,Yes,2.0,28.0,Apartment,1.0,2024-03-26 00:00:00
43518,155082,2024-10-02 16:15:33,2024-10-16 00:00:00,2024-11-17 00:00:00,2,0,0,2,32,Airbnb,2349.2,0.0,2349.2,73.41,0.0,2349.2,Yes,4.0,40.0,Apartment,1.0,2024-05-24 00:00:00
43076,155081,2024-10-02 15:55:22,2024-10-15 00:00:00,2024-10-17 00:00:00,3,2,0,5,2,Booking.com,214.0,105.55,319.55,159.78,37.5,357.05,Yes,7.0,83.0,Apartment,3.0,2020-04-19 00:00:00
43630,155080,2024-10-02 15:51:02,2024-10-06 00:00:00,2024-10-08 00:00:00,5,0,0,5,2,Airbnb,647.51,0.0,647.51,323.76,68.75,716.26,Yes,7.0,141.0,Apartment,3.0,2024-09-25 00:00:00
43486,155078,2024-10-02 15:17:38,2024-11-11 00:00:00,2024-11-16 00:00:00,4,1,0,5,5,Airbnb,696.36,0.0,696.36,139.27,137.5,833.86,Yes,5.0,68.0,Apartment,3.0,2024-02-24 00:00:00
43590,155077,2024-02-10 00:00:00,2024-11-18 00:00:00,2024-11-22 00:00:00,6,0,0,6,4,Booking.com,345.01,217.99,563.0,140.75,165.0,728.0,Yes,7.0,105.0,Apartment,4.0,2024-09-19 00:00:00
4710,155076,2024-02-10 00:00:00,2024-10-05 00:00:00,2024-10-07 00:00:00,6,0,0,6,2,Booking.com,1131.1265205292193,120.08,1210.5028343016158,266.51,82.5,615.51,Yes,6.0,75.0,Apartment,3.0,2014-04-15 00:00:00
43349,155075,2024-10-02 14:52:50,2024-11-07 00:00:00,2024-11-10 00:00:00,7,0,0,7,3,Airbnb,643.9,0.0,643.9,214.63,21.0,664.9,Yes,8.0,106.0,Apartment,4.0,2022-09-26 00:00:00
43016,155074,2024-10-02 14:12:07,2024-11-16 00:00:00,2024-11-20 00:00:00,5,0,0,5,4,Airbnb,576.75,0.0,576.75,144.19,137.5,714.25,Yes,5.0,122.0,Apartment,3.0,2019-02-25 00:00:00
43016,155074,2024-10-02 14:12:07,2024-11-16 00:00:00,2024-11-20 00:00:00,5,0,0,5,4,Airbnb,576.75,0.0,576.75,144.19,137.5,714.25,Yes,6.0,122.0,Apartment,3.0,2019-02-25 00:00:00
43620,155073,2024-02-10 00:00:00,2024-10-04 00:00:00,2024-10-06 00:00:00,2,0,0,2,2,Airbnb,607.44,0.0,607.44,303.72,27.5,634.94,Yes,2.0,55.0,Apartment,1.0,2024-08-04 00:00:00
43230,155072,2024-10-02 13:49:04,2024-11-11 00:00:00,2024-11-14 00:00:00,7,0,0,7,3,Airbnb,526.34,0.0,526.34,175.45,131.25,657.59,Yes,7.0,105.0,Unknown,4.0,2021-07-14 00:00:00
43134,155071,2024-10-02 13:48:22,2024-11-28 00:00:00,2024-12-15 00:00:00,2,0,0,2,17,Booking.com,1131.1265205292193,78.81,1210.5028343016158,79.0,87.5,1430.42,Yes,2.0,40.0,Apartment,0.0,2020-10-14 00:00:00
43204,155070,2024-02-10 00:00:00,2024-10-06 00:00:00,2024-10-08 00:00:00,2,0,0,2,2,Airbnb,463.36,0.0,463.36,231.68,27.5,490.86,Yes,2.0,89.0,Apartment,1.0,2021-03-18 00:00:00
4869,155069,2024-10-02 13:45:58,2024-12-07 00:00:00,2024-12-16 00:00:00,3,0,0,3,9,Airbnb,1131.1265205292193,0.0,1210.5028343016158,102.57,144.38,1067.49,Yes,5.0,70.0,Unknown,3.0,2014-05-30 00:00:00
43361,155068,2024-02-10 00:00:00,2025-01-09 00:00:00,2025-01-18 00:00:00,2,0,0,2,9,Airbnb,1014.9,0.0,1014.9,112.77,96.25,1111.15,Yes,3.0,35.0,Unknown,1.0,2022-10-10 00:00:00
4789,155067,2024-10-02 13:32:29,2024-12-13 00:00:00,2024-12-18 00:00:00,2,2,0,4,5,Booking.com,429.89,88.32,518.21,103.64,68.75,586.96,Yes,4.0,45.0,Apartment,1.0,2014-05-01 00:00:00
43036,155066,2024-02-10 00:00:00,2025-01-24 00:00:00,2025-01-28 00:00:00,6,5,0,11,4,Booking.com,930.6,107.59,1038.19,259.55,150.0,1188.19,Yes,12.0,144.0,Apartment,4.0,2019-06-06 00:00:00
43015,155065,2024-10-02 12:42:52,2024-12-07 00:00:00,2024-12-14 00:00:00,2,0,0,2,7,Airbnb,635.11,0.0,635.11,90.73,87.5,722.61,Yes,5.0,41.0,Apartment,2.0,2019-02-14 00:00:00
43141,155064,2024-10-02 12:33:01,2024-11-18 00:00:00,2024-11-23 00:00:00,4,0,0,4,5,Airbnb,671.61,0.0,671.61,134.32,125.0,796.61,Yes,6.0,82.0,Apartment,3.0,2020-07-17 00:00:00
43470,155063,2024-10-02 12:27:09,2024-10-24 00:00:00,2024-10-29 00:00:00,3,0,0,3,5,Airbnb,798.05,0.0,798.05,159.61,9.9,807.95,Yes,4.0,44.0,Apartment,1.0,2024-02-23 00:00:00
43419,155062,2024-10-02 12:18:21,2024-12-05 00:00:00,2024-12-09 00:00:00,2,0,0,2,4,Airbnb,471.74,0.0,471.74,117.94,55.0,526.74,Yes,2.0,35.0,Apartment,0.0,2023-06-30 00:00:00
43007,155061,2024-10-02 11:57:51,2024-12-02 00:00:00,2024-12-06 00:00:00,2,0,0,2,4,Airbnb,397.51,0.0,397.51,99.38,55.0,452.51,Yes,2.0,24.0,Apartment,0.0,2019-01-16 00:00:00
43163,155060,2024-02-10 00:00:00,2024-10-17 00:00:00,2024-10-19 00:00:00,4,3,0,7,2,Airbnb,562.39,0.0,562.39,281.2,55.0,617.39,Yes,7.0,96.0,Apartment,3.0,2020-09-07 00:00:00
43163,155060,2024-02-10 00:00:00,2024-10-17 00:00:00,2024-10-19 00:00:00,4,3,0,7,2,Airbnb,562.39,0.0,562.39,281.2,55.0,617.39,Yes,8.0,96.0,Apartment,3.0,2020-09-07 00:00:00
42888,155059,2024-10-02 11:53:29,2024-10-08 00:00:00,2024-10-09 00:00:00,2,0,0,2,1,Airbnb,258.65,0.0,258.65,258.65,13.75,272.4,Yes,5.0,64.0,Apartment,3.0,2018-02-24 00:00:00
43419,155058,2024-10-02 11:43:08,2024-12-05 00:00:00,2024-12-09 00:00:00,2,0,0,2,4,Airbnb,471.74,0.0,471.74,117.94,55.0,526.74,Yes,2.0,35.0,Apartment,0.0,2023-06-30 00:00:00
